,premise,hypothesis,label,duration_type,prem_fixed
2521,after 72 hours the President is giving a speech,the President is giving a speech before 2 days,Contradiction,hour_day,False
2522,after 72 hours the President is giving a speech,the President is giving a speech before 3 days,Contradiction,hour_day,False
2523,after 72 hours the next song is ready to play,the next song is ready to play before 4 days,Neutral,hour_day,False
2524,after 72 hours the servers will be back up,the servers will be back up before 5 days,Neutral,hour_day,False
2525,after 72 hours class will start,class will start before 6 days,Neutral,hour_day,False
2526,after 72 hours the President is giving a speech,the President is giving a speech before 7 days,Neutral,hour_day,False
2527,after 72 hours we will eat our meal,we will eat our meal before 8 days,Neutral,hour_day,False
2528,after 72 hours dinner will be ready,dinner will be ready before 9 days,Neutral,hour_day,False
2529,after 72 hours the grocery store will close,the grocery store will close before 10 days,Neutral,hour_day,False
2530,after 96 hours the servers will be back up,the servers will be back up before 1 days,Contradiction,hour_day,False
2531,after 96 hours we will eat our meal,we will eat our meal before 2 days,Contradiction,hour_day,False
2532,after 96 hours the coffee will be ready to drink,the coffee will be ready to drink before 3 days,Contradiction,hour_day,False
2533,after 96 hours Mary's party will start,Mary's party will start before 4 days,Contradiction,hour_day,False
2534,after 96 hours the webpage should finish loading,the webpage should finish loading before 5 days,Neutral,hour_day,False
2535,after 96 hours the President is giving a speech,the President is giving a speech before 6 days,Neutral,hour_day,False
2536,after 96 hours class will start,class will start before 7 days,Neutral,hour_day,False
2537,after 96 hours Jeopardy is starting,Jeopardy is starting before 8 days,Neutral,hour_day,False
2538,after 96 hours class will start,class will start before 9 days,Neutral,hour_day,False
2539,after 96 hours class will end,class will end before 10 days,Neutral,hour_day,False
2540,after 120 hours the President is giving a speech,the President is giving a speech before 1 days,Contradiction,hour_day,False
2541,after 120 hours Mary's party will start,Mary's party will start before 2 days,Contradiction,hour_day,False
2542,after 120 hours our plane will be departing,our plane will be departing before 3 days,Contradiction,hour_day,False
2543,after 120 hours the race will commence,the race will commence before 4 days,Contradiction,hour_day,False
2544,after 120 hours Luke will eat dinner,Luke will eat dinner before 5 days,Contradiction,hour_day,False
2545,after 120 hours we will collect the exams,we will collect the exams before 6 days,Neutral,hour_day,False
2546,after 120 hours commercial break is over,commercial break is over before 7 days,Neutral,hour_day,False
2547,after 120 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 8 days,Neutral,hour_day,False
2548,after 120 hours class will start,class will start before 9 days,Neutral,hour_day,False
2549,after 120 hours our plane will be departing,our plane will be departing before 10 days,Neutral,hour_day,False
2550,after 144 hours the webpage should finish loading,the webpage should finish loading before 1 days,Contradiction,hour_day,False
2551,after 144 hours we will collect the exams,we will collect the exams before 2 days,Contradiction,hour_day,False
2552,after 144 hours Luke will eat dinner,Luke will eat dinner before 3 days,Contradiction,hour_day,False
2553,after 144 hours Mary's party will start,Mary's party will start before 4 days,Contradiction,hour_day,False
2554,after 144 hours our plane will be departing,our plane will be departing before 5 days,Contradiction,hour_day,False
2555,after 144 hours the coffee will be ready to drink,the coffee will be ready to drink before 6 days,Contradiction,hour_day,False
2556,after 144 hours the servers will be back up,the servers will be back up before 7 days,Neutral,hour_day,False
2557,after 144 hours our plane will be departing,our plane will be departing before 8 days,Neutral,hour_day,False
2558,after 144 hours the President is giving a speech,the President is giving a speech before 9 days,Neutral,hour_day,False
2559,after 144 hours commercial break is over,commercial break is over before 10 days,Neutral,hour_day,False
2560,after 168 hours the webpage should finish loading,the webpage should finish loading before 1 days,Contradiction,hour_day,False
2561,after 168 hours the coffee will be ready to drink,the coffee will be ready to drink before 2 days,Contradiction,hour_day,False
2562,after 168 hours the oven will be ready,the oven will be ready before 3 days,Contradiction,hour_day,False
2563,after 168 hours Luke will eat dinner,Luke will eat dinner before 4 days,Contradiction,hour_day,False
2564,after 168 hours commercial break is over,commercial break is over before 5 days,Contradiction,hour_day,False
2565,after 168 hours the coffee will be ready to drink,the coffee will be ready to drink before 6 days,Contradiction,hour_day,False
2566,after 168 hours class will end,class will end before 7 days,Contradiction,hour_day,False
2567,after 168 hours the showing will begin,the showing will begin before 8 days,Neutral,hour_day,False
2568,after 168 hours the coffee will be ready to drink,the coffee will be ready to drink before 9 days,Neutral,hour_day,False
2569,after 168 hours Luke will eat dinner,Luke will eat dinner before 10 days,Neutral,hour_day,False
2570,after 192 hours Mary's party will start,Mary's party will start before 1 days,Contradiction,hour_day,False
2571,after 192 hours the servers will be back up,the servers will be back up before 2 days,Contradiction,hour_day,False
2572,after 192 hours Mary's party will start,Mary's party will start before 3 days,Contradiction,hour_day,False
2573,after 192 hours Jeopardy is starting,Jeopardy is starting before 4 days,Contradiction,hour_day,False
2574,after 192 hours the President is giving a speech,the President is giving a speech before 5 days,Contradiction,hour_day,False
2575,after 192 hours the race will commence,the race will commence before 6 days,Contradiction,hour_day,False
2576,after 192 hours the next song is ready to play,the next song is ready to play before 7 days,Contradiction,hour_day,False
2577,after 192 hours our plane will be departing,our plane will be departing before 8 days,Contradiction,hour_day,False
2578,after 192 hours the oven will be ready,the oven will be ready before 9 days,Neutral,hour_day,False
2579,after 192 hours the President is giving a speech,the President is giving a speech before 10 days,Neutral,hour_day,False
2580,after 216 hours the next song is ready to play,the next song is ready to play before 1 days,Contradiction,hour_day,False
2581,after 216 hours commercial break is over,commercial break is over before 2 days,Contradiction,hour_day,False
2582,after 216 hours the President is giving a speech,the President is giving a speech before 3 days,Contradiction,hour_day,False
2583,after 216 hours the oven will be ready,the oven will be ready before 4 days,Contradiction,hour_day,False
2584,after 216 hours the oven will be ready,the oven will be ready before 5 days,Contradiction,hour_day,False
2585,after 216 hours the race will commence,the race will commence before 6 days,Contradiction,hour_day,False
2586,after 216 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 7 days,Contradiction,hour_day,False
2587,after 216 hours the servers will be back up,the servers will be back up before 8 days,Contradiction,hour_day,False
2588,after 216 hours the race will commence,the race will commence before 9 days,Contradiction,hour_day,False
2589,after 216 hours class will end,class will end before 10 days,Neutral,hour_day,False
2590,after 240 hours the oven will be ready,the oven will be ready before 1 days,Contradiction,hour_day,False
2591,after 240 hours our plane will be departing,our plane will be departing before 2 days,Contradiction,hour_day,False
2592,after 240 hours Mary's party will start,Mary's party will start before 3 days,Contradiction,hour_day,False
2593,after 240 hours the servers will be back up,the servers will be back up before 4 days,Contradiction,hour_day,False
2594,after 240 hours we will eat our meal,we will eat our meal before 5 days,Contradiction,hour_day,False
2595,after 240 hours the next song is ready to play,the next song is ready to play before 6 days,Contradiction,hour_day,False
2596,after 240 hours the President is giving a speech,the President is giving a speech before 7 days,Contradiction,hour_day,False
2597,after 240 hours Mary's party will start,Mary's party will start before 8 days,Contradiction,hour_day,False
2598,after 240 hours the showing will begin,the showing will begin before 9 days,Contradiction,hour_day,False
2599,after 240 hours we will collect the exams,we will collect the exams before 10 days,Contradiction,hour_day,False
