,Premise,Hypothesis,Label,Premise Preposition,Higher Duration Unit,Premise Forward/Backward
13193,"Before 10 days, I will start my office leave.",I will start my office leave after 232 hours.,N,before,day,backward
13194,"Before 10 days, I will start my office leave.",I will start my office leave before 296 hours.,E,before,day,backward
13195,"Before 10 days, I will start my office leave.",I will start my office leave after 265 hours.,C,before,day,backward
13196,"After 10 days, I will start my office leave.",I will start my office leave before 164 hours.,C,after,day,backward
13197,"After 10 days, I will start my office leave.",I will start my office leave after 210 hours.,E,after,day,backward
13198,"After 10 days, I will start my office leave.",I will start my office leave before 249 hours.,N,after,day,backward
13199,"After 10 days, I will start my office leave.",I will start my office leave after 286 hours.,N,after,day,backward
13200,I will start my office leave in 1 month.,I will start my office leave before 12 days.,C,in,month,forward
13201,I will start my office leave in 1 month.,I will start my office leave after 13 days.,E,in,month,forward
13202,I will start my office leave in 1 month.,I will start my office leave before 51 days.,E,in,month,forward
13203,I will start my office leave in 1 month.,I will start my office leave after 92 days.,C,in,month,forward
13204,I will start my office leave before 1 month.,I will start my office leave before 15 days.,N,before,month,forward
13205,I will start my office leave before 1 month.,I will start my office leave after 12 days.,N,before,month,forward
13206,I will start my office leave before 1 month.,I will start my office leave before 129 days.,E,before,month,forward
13207,I will start my office leave before 1 month.,I will start my office leave after 164 days.,C,before,month,forward
13208,I will start my office leave after 1 month.,I will start my office leave before 17 days.,C,after,month,forward
13209,I will start my office leave after 1 month.,I will start my office leave after 18 days.,E,after,month,forward
13210,I will start my office leave after 1 month.,I will start my office leave before 36 days.,N,after,month,forward
13211,I will start my office leave after 1 month.,I will start my office leave after 66 days.,N,after,month,forward
13212,"In 1 month, I will start my office leave.",I will start my office leave before 13 days.,C,in,month,backward
13213,"In 1 month, I will start my office leave.",I will start my office leave after 4 days.,E,in,month,backward
13214,"In 1 month, I will start my office leave.",I will start my office leave before 45 days.,E,in,month,backward
13215,"In 1 month, I will start my office leave.",I will start my office leave after 50 days.,C,in,month,backward
13216,"Before 1 month, I will start my office leave.",I will start my office leave before 5 days.,N,before,month,backward
13217,"Before 1 month, I will start my office leave.",I will start my office leave after 27 days.,N,before,month,backward
13218,"Before 1 month, I will start my office leave.",I will start my office leave before 154 days.,E,before,month,backward
13219,"Before 1 month, I will start my office leave.",I will start my office leave after 46 days.,C,before,month,backward
13220,"After 1 month, I will start my office leave.",I will start my office leave before 24 days.,C,after,month,backward
13221,"After 1 month, I will start my office leave.",I will start my office leave after 19 days.,E,after,month,backward
13222,"After 1 month, I will start my office leave.",I will start my office leave before 66 days.,N,after,month,backward
13223,"After 1 month, I will start my office leave.",I will start my office leave after 51 days.,N,after,month,backward
13224,I will start my office leave in 2 months.,I will start my office leave before 36 days.,C,in,month,forward
13225,I will start my office leave in 2 months.,I will start my office leave after 40 days.,E,in,month,forward
13226,I will start my office leave in 2 months.,I will start my office leave before 188 days.,E,in,month,forward
13227,I will start my office leave in 2 months.,I will start my office leave after 126 days.,C,in,month,forward
13228,I will start my office leave before 2 months.,I will start my office leave before 40 days.,N,before,month,forward
13229,I will start my office leave before 2 months.,I will start my office leave after 14 days.,N,before,month,forward
13230,I will start my office leave before 2 months.,I will start my office leave before 166 days.,E,before,month,forward
13231,I will start my office leave before 2 months.,I will start my office leave after 122 days.,C,before,month,forward
13232,I will start my office leave after 2 months.,I will start my office leave before 9 days.,C,after,month,forward
13233,I will start my office leave after 2 months.,I will start my office leave after 28 days.,E,after,month,forward
13234,I will start my office leave after 2 months.,I will start my office leave before 96 days.,N,after,month,forward
13235,I will start my office leave after 2 months.,I will start my office leave after 163 days.,N,after,month,forward
13236,"In 2 months, I will start my office leave.",I will start my office leave before 14 days.,C,in,month,backward
13237,"In 2 months, I will start my office leave.",I will start my office leave after 24 days.,E,in,month,backward
13238,"In 2 months, I will start my office leave.",I will start my office leave before 207 days.,E,in,month,backward
13239,"In 2 months, I will start my office leave.",I will start my office leave after 169 days.,C,in,month,backward
13240,"Before 2 months, I will start my office leave.",I will start my office leave before 30 days.,N,before,month,backward
13241,"Before 2 months, I will start my office leave.",I will start my office leave after 5 days.,N,before,month,backward
13242,"Before 2 months, I will start my office leave.",I will start my office leave before 213 days.,E,before,month,backward
13243,"Before 2 months, I will start my office leave.",I will start my office leave after 181 days.,C,before,month,backward
13244,"After 2 months, I will start my office leave.",I will start my office leave before 37 days.,C,after,month,backward
13245,"After 2 months, I will start my office leave.",I will start my office leave after 35 days.,E,after,month,backward
13246,"After 2 months, I will start my office leave.",I will start my office leave before 143 days.,N,after,month,backward
13247,"After 2 months, I will start my office leave.",I will start my office leave after 178 days.,N,after,month,backward
13248,I will start my office leave in 3 months.,I will start my office leave before 29 days.,C,in,month,forward
13249,I will start my office leave in 3 months.,I will start my office leave after 35 days.,E,in,month,forward
13250,I will start my office leave in 3 months.,I will start my office leave before 129 days.,E,in,month,forward
13251,I will start my office leave in 3 months.,I will start my office leave after 154 days.,C,in,month,forward
13252,I will start my office leave before 3 months.,I will start my office leave before 73 days.,N,before,month,forward
13253,I will start my office leave before 3 months.,I will start my office leave after 57 days.,N,before,month,forward
13254,I will start my office leave before 3 months.,I will start my office leave before 125 days.,E,before,month,forward
13255,I will start my office leave before 3 months.,I will start my office leave after 169 days.,C,before,month,forward
13256,I will start my office leave after 3 months.,I will start my office leave before 69 days.,C,after,month,forward
13257,I will start my office leave after 3 months.,I will start my office leave after 89 days.,E,after,month,forward
13258,I will start my office leave after 3 months.,I will start my office leave before 213 days.,N,after,month,forward
13259,I will start my office leave after 3 months.,I will start my office leave after 165 days.,N,after,month,forward
13260,"In 3 months, I will start my office leave.",I will start my office leave before 10 days.,C,in,month,backward
