,Premise,Hypothesis,Label,Type,Prem Fixed,Temp Type
2961,We went to Disneyland at 10 AM.,We went to Disneyland before 12:00.,Entailment,MULTI_day_time,True,Forward
2962,Michael will buy the house at 11:00.,Michael will buy the house before 1 AM.,Contradiction,MULTI_day_time,True,Forward
2963,Lily flew to New York at 9 PM.,Lily flew to New York before 23:00.,Entailment,MULTI_day_time,True,Forward
2964,The music concert starts at 1 PM.,The music concert starts after 06:00.,Entailment,MULTI_day_time,True,Forward
2965,The tiger was last spotted at 02:00.,The tiger was last spotted after 6 AM.,Contradiction,MULTI_day_time,True,Forward
2966,I last had dinner with my friends at 06:00.,I last had dinner with my friends after 6 AM.,Contradiction,MULTI_day_time,True,Forward
2967,He left his job at 19:00.,He left his job before 11 AM.,Contradiction,MULTI_day_time,True,Forward
2968,The conference was held at 13:00.,The conference was held after 6 PM.,Contradiction,MULTI_day_time,True,Forward
2969,The city had a huge power outage at 4 AM.,The city had a huge power outage before 16:00.,Entailment,MULTI_day_time,True,Forward
2970,A tsunami hit the coast at 06:00.,A tsunami hit the coast after 10 AM.,Contradiction,MULTI_day_time,True,Forward
2971,This team won the world cup at 5 AM.,This team won the world cup after 06:00.,Contradiction,MULTI_day_time,True,Forward
2972,Her internship at Google began at 2 PM.,Her internship at Google began after 20:00.,Contradiction,MULTI_day_time,True,Forward
2973,The country declared martial law at 5 PM.,The country declared martial law after 08:00.,Entailment,MULTI_day_time,True,Forward
2974,The price of this stock peaked at 22:00.,The price of this stock peaked before 12 PM.,Contradiction,MULTI_day_time,True,Forward
2975,The failing company issued major layoffs at 10 AM.,The failing company issued major layoffs before 13:00.,Entailment,MULTI_day_time,True,Forward
2976,The government budget comes out at 4 PM.,The government budget comes out before 08:00.,Contradiction,MULTI_day_time,True,Forward
2977,The prison sentence of that convict ends at 3 PM.,The prison sentence of that convict ends after 03:00.,Entailment,MULTI_day_time,True,Forward
2978,This article was published at 10:00.,This article was published after 2 PM.,Contradiction,MULTI_day_time,True,Forward
2979,I posted this picture on Instagram at 01:00.,I posted this picture on Instagram before 9 AM.,Entailment,MULTI_day_time,True,Forward
2980,They got married after 09:00.,They got married before 1 AM.,Contradiction,MULTI_day_time,False,Forward
2981,We went to Disneyland before 16:00.,We went to Disneyland before 5 AM.,Neutral,MULTI_day_time,False,Forward
2982,Michael will buy the house after 4 PM.,Michael will buy the house after 23:00.,Neutral,MULTI_day_time,False,Forward
2983,Lily flew to New York after 14:00.,Lily flew to New York after 8 PM.,Neutral,MULTI_day_time,False,Forward
2984,The music concert starts before 3 AM.,The music concert starts before 11:00.,Entailment,MULTI_day_time,False,Forward
2985,The tiger was last spotted after 01:00.,The tiger was last spotted before 9 AM.,Neutral,MULTI_day_time,False,Forward
2986,I last had dinner with my friends after 18:00.,I last had dinner with my friends after 3 PM.,Entailment,MULTI_day_time,False,Forward
2987,He left his job before 9 PM.,He left his job before 11:00.,Neutral,MULTI_day_time,False,Forward
2988,The conference was held before 08:00.,The conference was held after 8 PM.,Contradiction,MULTI_day_time,False,Forward
2989,The city had a huge power outage after 16:00.,The city had a huge power outage before 10 AM.,Contradiction,MULTI_day_time,False,Forward
2990,A tsunami hit the coast before 5 AM.,A tsunami hit the coast before 06:00.,Entailment,MULTI_day_time,False,Forward
2991,This team won the world cup before 1 AM.,This team won the world cup before 10:00.,Entailment,MULTI_day_time,False,Forward
2992,Her internship at Google began after 15:00.,Her internship at Google began before 4 AM.,Contradiction,MULTI_day_time,False,Forward
2993,The country declared martial law before 5 AM.,The country declared martial law after 07:00.,Contradiction,MULTI_day_time,False,Forward
2994,The price of this stock peaked before 3 AM.,The price of this stock peaked before 00:00.,Neutral,MULTI_day_time,False,Forward
2995,The failing company issued major layoffs before 20:00.,The failing company issued major layoffs after 4 PM.,Neutral,MULTI_day_time,False,Forward
2996,The government budget comes out before 7 PM.,The government budget comes out before 09:00.,Neutral,MULTI_day_time,False,Forward
2997,The prison sentence of that convict ends before 00:00.,The prison sentence of that convict ends before 12 PM.,Entailment,MULTI_day_time,False,Forward
2998,This article was published before 21:00.,This article was published before 9 PM.,Neutral,MULTI_day_time,False,Forward
2999,I posted this picture on Instagram after 10 AM.,I posted this picture on Instagram before 09:00.,Contradiction,MULTI_day_time,False,Forward
3000,"At 16:00, they got married.","Before 5 AM, they got married.",Contradiction,MULTI_day_time,True,Backward
3001,"At 22:00, we went to Disneyland.","Before 10 PM, we went to Disneyland.",Contradiction,MULTI_day_time,True,Backward
3002,"At 7 PM, Michael will buy the house.","After 07:00, Michael will buy the house.",Entailment,MULTI_day_time,True,Backward
3003,"At 10 AM, Lily flew to New York.","Before 18:00, Lily flew to New York.",Entailment,MULTI_day_time,True,Backward
3004,"At 10 AM, the music concert starts.","After 21:00, the music concert starts.",Contradiction,MULTI_day_time,True,Backward
3005,"At 11 AM, the tiger was last spotted.","Before 20:00, the tiger was last spotted.",Entailment,MULTI_day_time,True,Backward
3006,"At 08:00, I last had dinner with my friends.","After 5 AM, I last had dinner with my friends.",Entailment,MULTI_day_time,True,Backward
3007,"At 15:00, he left his job.","After 9 PM, he left his job.",Contradiction,MULTI_day_time,True,Backward
3008,"At 11:00, the conference was held.","Before 12 PM, the conference was held.",Entailment,MULTI_day_time,True,Backward
3009,"At 20:00, the city had a huge power outage.","After 3 PM, the city had a huge power outage.",Entailment,MULTI_day_time,True,Backward
3010,"At 9 PM, a tsunami hit the coast.","After 21:00, a tsunami hit the coast.",Contradiction,MULTI_day_time,True,Backward
3011,"At 11:00, this team won the world cup.","After 12 PM, this team won the world cup.",Contradiction,MULTI_day_time,True,Backward
3012,"At 09:00, her internship at Google began.","Before 5 AM, her internship at Google began.",Contradiction,MULTI_day_time,True,Backward
3013,"At 8 AM, the country declared martial law.","Before 11:00, the country declared martial law.",Entailment,MULTI_day_time,True,Backward
3014,"At 11 PM, the price of this stock peaked.","After 12:00, the price of this stock peaked.",Entailment,MULTI_day_time,True,Backward
3015,"At 3 AM, the failing company issued major layoffs.","After 08:00, the failing company issued major layoffs.",Contradiction,MULTI_day_time,True,Backward
3016,"At 08:00, the government budget comes out.","After 8 PM, the government budget comes out.",Contradiction,MULTI_day_time,True,Backward
3017,"At 16:00, the prison sentence of that convict ends.","After 7 PM, the prison sentence of that convict ends.",Contradiction,MULTI_day_time,True,Backward
3018,"At 10:00, this article was published.","After 8 AM, this article was published.",Entailment,MULTI_day_time,True,Backward
3019,"At 9 AM, I posted this picture on Instagram.","Before 14:00, I posted this picture on Instagram.",Entailment,MULTI_day_time,True,Backward
3020,"After 12 AM, they got married.","After 00:00, they got married.",Neutral,MULTI_day_time,False,Backward
3021,"After 1 PM, we went to Disneyland.","After 20:00, we went to Disneyland.",Neutral,MULTI_day_time,False,Backward
3022,"After 15:00, Michael will buy the house.","Before 2 PM, Michael will buy the house.",Contradiction,MULTI_day_time,False,Backward
3023,"After 22:00, Lily flew to New York.","Before 10 AM, Lily flew to New York.",Contradiction,MULTI_day_time,False,Backward
3024,"After 16:00, the music concert starts.","After 11 PM, the music concert starts.",Neutral,MULTI_day_time,False,Backward
3025,"After 12 PM, the tiger was last spotted.","After 07:00, the tiger was last spotted.",Entailment,MULTI_day_time,False,Backward
3026,"Before 01:00, I last had dinner with my friends.","Before 2 AM, I last had dinner with my friends.",Entailment,MULTI_day_time,False,Backward
3027,"Before 21:00, he left his job.","Before 6 PM, he left his job.",Neutral,MULTI_day_time,False,Backward
3028,"Before 11 AM, the conference was held.","Before 06:00, the conference was held.",Neutral,MULTI_day_time,False,Backward
3029,"After 17:00, the city had a huge power outage.","Before 4 PM, the city had a huge power outage.",Contradiction,MULTI_day_time,False,Backward
3030,"After 10 AM, a tsunami hit the coast.","Before 09:00, a tsunami hit the coast.",Contradiction,MULTI_day_time,False,Backward
3031,"After 12 PM, this team won the world cup.","After 12:00, this team won the world cup.",Neutral,MULTI_day_time,False,Backward
3032,"Before 5 AM, her internship at Google began.","Before 16:00, her internship at Google began.",Entailment,MULTI_day_time,False,Backward
3033,"Before 23:00, the country declared martial law.","Before 12 PM, the country declared martial law.",Neutral,MULTI_day_time,False,Backward
3034,"After 22:00, the price of this stock peaked.","Before 11 AM, the price of this stock peaked.",Contradiction,MULTI_day_time,False,Backward
3035,"After 05:00, the failing company issued major layoffs.","Before 3 AM, the failing company issued major layoffs.",Contradiction,MULTI_day_time,False,Backward
3036,"Before 09:00, the government budget comes out.","After 1 PM, the government budget comes out.",Contradiction,MULTI_day_time,False,Backward
3037,"After 9 AM, the prison sentence of that convict ends.","After 00:00, the prison sentence of that convict ends.",Entailment,MULTI_day_time,False,Backward
3038,"After 02:00, this article was published.","Before 3 AM, this article was published.",Neutral,MULTI_day_time,False,Backward
3039,"After 07:00, I posted this picture on Instagram.","After 5 PM, I posted this picture on Instagram.",Neutral,MULTI_day_time,False,Backward
3040,They got married at 19:00.,They got married before 2 PM.,Contradiction,MULTI_day_time,True,Forward
3041,We went to Disneyland at 13:00.,We went to Disneyland before 12 PM.,Contradiction,MULTI_day_time,True,Forward
3042,Michael will buy the house at 03:00.,Michael will buy the house after 8 AM.,Contradiction,MULTI_day_time,True,Forward
3043,Lily flew to New York at 11 AM.,Lily flew to New York after 06:00.,Entailment,MULTI_day_time,True,Forward
3044,The music concert starts at 4 PM.,The music concert starts after 04:00.,Entailment,MULTI_day_time,True,Forward
3045,The tiger was last spotted at 10:00.,The tiger was last spotted after 4 PM.,Contradiction,MULTI_day_time,True,Forward
3046,I last had dinner with my friends at 2 AM.,I last had dinner with my friends after 01:00.,Entailment,MULTI_day_time,True,Forward
3047,He left his job at 6 PM.,He left his job before 13:00.,Contradiction,MULTI_day_time,True,Forward
3048,The conference was held at 1 PM.,The conference was held before 22:00.,Entailment,MULTI_day_time,True,Forward
3049,The city had a huge power outage at 22:00.,The city had a huge power outage before 1 PM.,Contradiction,MULTI_day_time,True,Forward
3050,A tsunami hit the coast at 16:00.,A tsunami hit the coast after 8 AM.,Entailment,MULTI_day_time,True,Forward
3051,This team won the world cup at 20:00.,This team won the world cup after 7 PM.,Entailment,MULTI_day_time,True,Forward
3052,Her internship at Google began at 13:00.,Her internship at Google began before 1 AM.,Contradiction,MULTI_day_time,True,Forward
3053,The country declared martial law at 04:00.,The country declared martial law before 4 PM.,Entailment,MULTI_day_time,True,Forward
3054,The price of this stock peaked at 8 PM.,The price of this stock peaked after 17:00.,Entailment,MULTI_day_time,True,Forward
